"Date","Price","Open","High","Low","Change %"
"Oct 21, 2020","0.1290","0.1290","0.1290","0.1290","0.00%"
"Oct 20, 2020","0.1290","0.1290","0.1290","0.1290","0.00%"
"Oct 19, 2020","0.1290","0.1290","0.1290","0.1290","0.00%"
"Oct 16, 2020","0.1290","0.1290","0.1290","0.1290","0.00%"
"Oct 15, 2020","0.1290","0.1290","0.1290","0.1290","0.00%"
"Oct 14, 2020","0.1290","0.1290","0.1290","0.1290","0.00%"
"Oct 13, 2020","0.1290","0.1290","0.1290","0.1290","0.00%"
"Oct 12, 2020","0.1290","0.1290","0.1290","0.1290","0.00%"
"Oct 09, 2020","0.1290","0.1290","0.1290","0.1290","0.00%"
"Oct 08, 2020","0.1290","0.1290","0.1290","0.1290","0.00%"
"Oct 07, 2020","0.1290","0.1290","0.1290","0.1290","0.00%"
"Oct 06, 2020","0.1290","0.1290","0.1290","0.1290","0.00%"
"Oct 05, 2020","0.1290","0.1290","0.1290","0.1290","0.00%"
"Oct 02, 2020","0.1290","0.1290","0.1290","0.1290","0.00%"
"Oct 01, 2020","0.1290","0.1290","0.1290","0.1290","0.00%"
"Sep 30, 2020","0.1290","0.1290","0.1290","0.1290","0.00%"
"Sep 29, 2020","0.1290","0.1290","0.1290","0.1290","0.00%"
"Sep 28, 2020","0.1290","0.1290","0.1290","0.1290","0.00%"
"Sep 25, 2020","0.1290","0.1290","0.1290","0.1290","0.00%"
"Sep 24, 2020","0.1290","0.1290","0.1290","0.1290","0.00%"
"Sep 23, 2020","0.1290","0.1290","0.1290","0.1290","0.00%"
"Sep 22, 2020","0.1290","0.1290","0.1290","0.1290","0.00%"
"Sep 21, 2020","0.1290","0.1290","0.1290","0.1290","0.00%"
"Sep 18, 2020","0.1290","0.1290","0.1290","0.1290","0.00%"
"Sep 17, 2020","0.1290","0.1290","0.1290","0.1290","0.00%"
"Sep 16, 2020","0.1290","0.1290","0.1290","0.1290","0.00%"
"Sep 15, 2020","0.1290","0.1290","0.1290","0.1290","0.00%"
"Sep 14, 2020","0.1290","0.1290","0.1290","0.1290","0.00%"
"Sep 11, 2020","0.1290","0.1290","0.1290","0.1290","0.00%"
"Sep 10, 2020","0.1290","0.1290","0.1290","0.1290","0.00%"
"Sep 09, 2020","0.1290","0.1290","0.1290","0.1290","0.00%"
"Sep 08, 2020","0.1290","0.1290","0.1290","0.1290","0.00%"
"Sep 07, 2020","0.1290","0.1290","0.1290","0.1290","0.00%"
"Sep 04, 2020","0.1290","0.1290","0.1290","0.1290","0.00%"
"Sep 03, 2020","0.1290","0.1290","0.1290","0.1290","0.00%"
"Sep 02, 2020","0.1290","0.1290","0.1290","0.1290","0.00%"
"Sep 01, 2020","0.1290","0.1290","0.1290","0.1290","0.00%"
"Aug 31, 2020","0.1290","0.1290","0.1290","0.1290","0.00%"
"Aug 28, 2020","0.1290","0.1290","0.1290","0.1290","0.00%"
"Aug 27, 2020","0.1290","0.1290","0.1290","0.1290","0.00%"
"Aug 26, 2020","0.1290","0.1290","0.1290","0.1290","0.00%"
"Aug 25, 2020","0.1290","0.1290","0.1290","0.1290","0.00%"
"Aug 24, 2020","0.1290","0.1290","0.1290","0.1290","0.00%"
"Aug 21, 2020","0.1290","0.1290","0.1290","0.1290","0.00%"
"Aug 20, 2020","0.1290","0.1290","0.1290","0.1290","0.00%"
"Aug 19, 2020","0.1290","0.1290","0.1290","0.1290","0.00%"
"Aug 18, 2020","0.1290","0.1290","0.1290","0.1290","0.00%"
"Aug 17, 2020","0.1290","0.1290","0.1290","0.1290","0.00%"
"Aug 14, 2020","0.1290","0.1290","0.1290","0.1290","0.00%"
"Aug 13, 2020","0.1290","0.1290","0.1290","0.1290","0.00%"
"Aug 12, 2020","0.1290","0.1290","0.1290","0.1290","0.00%"
"Aug 11, 2020","0.1290","0.1290","0.1290","0.1290","0.00%"
"Aug 10, 2020","0.1290","0.1290","0.1290","0.1290","0.00%"
"Aug 07, 2020","0.1290","0.1290","0.1290","0.1290","0.00%"
"Aug 06, 2020","0.1290","0.1290","0.1290","0.1290","0.00%"
"Aug 05, 2020","0.1290","0.1290","0.1290","0.1290","0.00%"
"Aug 04, 2020","0.1290","0.1290","0.1290","0.1290","0.00%"
"Aug 03, 2020","0.1290","0.1290","0.1290","0.1290","0.00%"
"Jul 31, 2020","0.1290","0.1290","0.1290","0.1290","0.00%"
"Jul 30, 2020","0.1290","0.1290","0.1290","0.1290","0.00%"
"Jul 29, 2020","0.1290","0.1290","0.1290","0.1290","0.00%"
"Jul 28, 2020","0.1290","0.1290","0.1290","0.1290","0.00%"
"Jul 27, 2020","0.1290","0.1290","0.1290","0.1290","0.00%"
"Jul 24, 2020","0.1290","0.1290","0.1290","0.1290","0.00%"
"Jul 23, 2020","0.1290","0.1290","0.1290","0.1290","0.00%"
"Jul 22, 2020","0.1290","0.1290","0.1290","0.1290","0.00%"
"Jul 21, 2020","0.1290","0.1290","0.1290","0.1290","0.00%"
"Jul 20, 2020","0.1290","0.1290","0.1290","0.1290","0.00%"
"Jul 17, 2020","0.1290","0.1290","0.1290","0.1290","0.00%"
"Jul 16, 2020","0.1290","0.1290","0.1290","0.1289","0.00%"
"Jul 15, 2020","0.1290","0.1290","0.1290","0.1290","0.00%"
"Jul 14, 2020","0.1290","0.1290","0.1290","0.1290","0.00%"
"Jul 13, 2020","0.1290","0.1290","0.1290","0.1290","0.00%"
"Jul 10, 2020","0.1290","0.1290","0.1290","0.1290","0.00%"
"Jul 09, 2020","0.1290","0.1290","0.1290","0.1290","0.00%"
"Jul 08, 2020","0.1290","0.1290","0.1290","0.1290","0.00%"
"Jul 07, 2020","0.1290","0.1290","0.1290","0.1290","0.00%"
"Jul 06, 2020","0.1290","0.1290","0.1290","0.1290","0.00%"
"Jul 03, 2020","0.1290","0.1290","0.1290","0.1290","0.00%"
"Jul 02, 2020","0.1290","0.1290","0.1290","0.1290","0.00%"
"Jul 01, 2020","0.1290","0.1290","0.1290","0.1290","0.00%"
"Jun 30, 2020","0.1290","0.1290","0.1290","0.1290","0.00%"
"Jun 29, 2020","0.1290","0.1290","0.1290","0.1290","0.00%"
"Jun 26, 2020","0.1290","0.1290","0.1290","0.1290","0.00%"
"Jun 25, 2020","0.1290","0.1290","0.1290","0.1290","0.00%"
"Jun 24, 2020","0.1290","0.1290","0.1290","0.1290","0.00%"
"Jun 23, 2020","0.1290","0.1290","0.1290","0.1290","0.00%"
"Jun 22, 2020","0.1290","0.1290","0.1290","0.1290","0.00%"
"Jun 19, 2020","0.1290","0.1290","0.1290","0.1290","0.00%"
"Jun 18, 2020","0.1290","0.1290","0.1290","0.1290","0.00%"
"Jun 17, 2020","0.1290","0.1290","0.1290","0.1290","0.00%"
"Jun 16, 2020","0.1290","0.1290","0.1290","0.1290","0.00%"
"Jun 15, 2020","0.1290","0.1290","0.1290","0.1290","0.00%"
"Jun 12, 2020","0.1290","0.1290","0.1290","0.1290","0.00%"
"Jun 11, 2020","0.1290","0.1290","0.1290","0.1290","0.00%"
"Jun 10, 2020","0.1290","0.1290","0.1290","0.1290","0.00%"
"Jun 09, 2020","0.1290","0.1290","0.1290","0.1290","0.00%"
"Jun 08, 2020","0.1290","0.1290","0.1290","0.1290","0.00%"
"Jun 05, 2020","0.1290","0.1290","0.1290","0.1290","0.00%"
"Jun 04, 2020","0.1290","0.1290","0.1290","0.1290","0.00%"
"Jun 03, 2020","0.1290","0.1290","0.1290","0.1290","0.00%"
"Jun 02, 2020","0.1290","0.1290","0.1290","0.1290","0.00%"
"Jun 01, 2020","0.1290","0.1290","0.1290","0.1290","0.00%"
"May 29, 2020","0.1290","0.1290","0.1290","0.1289","0.00%"
"May 28, 2020","0.1290","0.1290","0.1290","0.1289","0.00%"
"May 27, 2020","0.1290","0.1290","0.1290","0.1289","0.00%"
"May 26, 2020","0.1290","0.1290","0.1290","0.1290","0.00%"
"May 25, 2020","0.1289","0.1289","0.1290","0.1289","0.00%"
"May 22, 2020","0.1289","0.1290","0.1290","0.1289","0.00%"
"May 21, 2020","0.1290","0.1290","0.1290","0.1289","-0.06%"
"May 20, 2020","0.1290","0.1290","0.1290","0.1290","0.00%"
"May 19, 2020","0.1290","0.1290","0.1290","0.1290","0.00%"
"May 18, 2020","0.1290","0.1290","0.1290","0.1290","0.00%"
"May 15, 2020","0.1290","0.1290","0.1290","0.1290","0.00%"
"May 14, 2020","0.1290","0.1290","0.1290","0.1290","0.00%"
"May 13, 2020","0.1290","0.1290","0.1290","0.1290","0.00%"
"May 12, 2020","0.1290","0.1290","0.1290","0.1290","0.00%"
"May 11, 2020","0.1290","0.1290","0.1290","0.1290","0.00%"
"May 08, 2020","0.1290","0.1290","0.1290","0.1290","0.00%"
"May 07, 2020","0.1290","0.1290","0.1290","0.1290","0.00%"
"May 06, 2020","0.1290","0.1290","0.1290","0.1290","0.00%"
"May 05, 2020","0.1290","0.1290","0.1290","0.1289","0.00%"
"May 04, 2020","0.1290","0.1290","0.1290","0.1289","0.00%"
"May 01, 2020","0.1290","0.1290","0.1290","0.1290","0.00%"
"Apr 30, 2020","0.1290","0.1290","0.1290","0.1290","0.00%"
"Apr 29, 2020","0.1290","0.1290","0.1290","0.1290","0.00%"
"Apr 28, 2020","0.1290","0.1290","0.1290","0.1290","0.00%"
"Apr 27, 2020","0.1290","0.1290","0.1290","0.1290","0.00%"
"Apr 24, 2020","0.1290","0.1290","0.1290","0.1290","0.00%"
"Apr 23, 2020","0.1290","0.1290","0.1290","0.1290","0.00%"
"Apr 22, 2020","0.1290","0.1290","0.1290","0.1290","0.00%"
"Apr 21, 2020","0.1290","0.1290","0.1290","0.1290","0.00%"
"Apr 20, 2020","0.1290","0.1290","0.1290","0.1290","0.00%"
"Apr 17, 2020","0.1290","0.1290","0.1290","0.1290","0.00%"
"Apr 16, 2020","0.1290","0.1290","0.1290","0.1290","0.00%"
"Apr 15, 2020","0.1290","0.1290","0.1290","0.1290","0.00%"
"Apr 14, 2020","0.1290","0.1290","0.1290","0.1290","0.00%"
"Apr 13, 2020","0.1290","0.1290","0.1290","0.1290","0.00%"
"Apr 10, 2020","0.1290","0.1290","0.1290","0.1290","0.00%"
"Apr 09, 2020","0.1290","0.1290","0.1290","0.1289","0.00%"
"Apr 08, 2020","0.1290","0.1290","0.1290","0.1290","0.00%"
"Apr 07, 2020","0.1290","0.1290","0.1290","0.1290","0.00%"
"Apr 06, 2020","0.1290","0.1290","0.1290","0.1290","0.00%"
"Apr 03, 2020","0.1290","0.1290","0.1290","0.1290","0.00%"
"Apr 02, 2020","0.1290","0.1290","0.1290","0.1290","0.00%"
"Apr 01, 2020","0.1290","0.1290","0.1290","0.1290","0.00%"
"Mar 31, 2020","0.1290","0.1289","0.1290","0.1289","0.05%"
"Mar 30, 2020","0.1289","0.1290","0.1290","0.1289","-0.04%"
"Mar 27, 2020","0.1290","0.1290","0.1290","0.1290","0.00%"
"Mar 26, 2020","0.1290","0.1290","0.1290","0.1289","0.00%"
"Mar 25, 2020","0.1290","0.1290","0.1290","0.1289","0.00%"
"Mar 24, 2020","0.1290","0.1289","0.1290","0.1289","0.04%"
"Mar 23, 2020","0.1289","0.1289","0.1290","0.1289","0.00%"
"Mar 20, 2020","0.1289","0.1289","0.1289","0.1288","0.05%"
"Mar 19, 2020","0.1288","0.1288","0.1289","0.1287","0.00%"
"Mar 18, 2020","0.1288","0.1288","0.1289","0.1287","0.00%"
"Mar 17, 2020","0.1288","0.1288","0.1289","0.1287","0.07%"
"Mar 16, 2020","0.1288","0.1287","0.1289","0.1287","0.00%"
"Mar 13, 2020","0.1287","0.1286","0.1288","0.1285","0.11%"
"Mar 12, 2020","0.1286","0.1287","0.1287","0.1284","-0.12%"
"Mar 11, 2020","0.1287","0.1287","0.1288","0.1287","0.00%"
"Mar 10, 2020","0.1287","0.1287","0.1288","0.1286","0.00%"
"Mar 09, 2020","0.1287","0.1287","0.1288","0.1286","0.00%"
"Mar 06, 2020","0.1286","0.1287","0.1287","0.1286","0.00%"
"Mar 05, 2020","0.1287","0.1287","0.1287","0.1286","0.00%"
"Mar 04, 2020","0.1287","0.1287","0.1288","0.1286","0.00%"
"Mar 03, 2020","0.1287","0.1285","0.1288","0.1285","0.12%"
"Mar 02, 2020","0.1285","0.1283","0.1286","0.1283","0.20%"
"Feb 28, 2020","0.1283","0.1283","0.1283","0.1282","0.00%"
"Feb 27, 2020","0.1283","0.1283","0.1283","0.1282","0.00%"
"Feb 26, 2020","0.1283","0.1284","0.1284","0.1283","0.00%"
"Feb 25, 2020","0.1284","0.1283","0.1284","0.1283","0.05%"
"Feb 24, 2020","0.1283","0.1284","0.1284","0.1282","-0.08%"
"Feb 21, 2020","0.1284","0.1285","0.1285","0.1283","-0.10%"
"Feb 20, 2020","0.1285","0.1287","0.1287","0.1285","-0.10%"
"Feb 19, 2020","0.1287","0.1287","0.1287","0.1286","-0.06%"
"Feb 18, 2020","0.1287","0.1287","0.1288","0.1287","0.00%"
"Feb 17, 2020","0.1287","0.1287","0.1288","0.1287","0.00%"
"Feb 14, 2020","0.1287","0.1287","0.1288","0.1287","0.00%"
"Feb 13, 2020","0.1287","0.1287","0.1288","0.1287","0.05%"
"Feb 12, 2020","0.1287","0.1288","0.1288","0.1287","-0.07%"
"Feb 11, 2020","0.1288","0.1288","0.1288","0.1288","0.00%"
"Feb 10, 2020","0.1288","0.1288","0.1288","0.1287","0.00%"
"Feb 07, 2020","0.1288","0.1288","0.1289","0.1287","0.00%"
"Feb 06, 2020","0.1288","0.1288","0.1288","0.1288","0.00%"
"Feb 05, 2020","0.1288","0.1288","0.1288","0.1287","0.04%"
"Feb 04, 2020","0.1288","0.1288","0.1288","0.1287","0.00%"
"Feb 03, 2020","0.1288","0.1288","0.1288","0.1287","0.00%"
"Jan 31, 2020","0.1288","0.1288","0.1288","0.1287","0.00%"
"Jan 30, 2020","0.1288","0.1287","0.1288","0.1286","0.08%"
"Jan 29, 2020","0.1287","0.1286","0.1287","0.1286","0.04%"
"Jan 28, 2020","0.1286","0.1286","0.1286","0.1285","0.00%"
"Jan 27, 2020","0.1286","0.1286","0.1287","0.1286","-0.06%"
"Jan 24, 2020","0.1287","0.1287","0.1287","0.1286","0.00%"
"Jan 23, 2020","0.1287","0.1287","0.1287","0.1286","0.00%"
"Jan 22, 2020","0.1287","0.1287","0.1288","0.1286","0.00%"
"Jan 21, 2020","0.1287","0.1287","0.1287","0.1286","0.00%"
"Jan 20, 2020","0.1287","0.1287","0.1288","0.1287","0.00%"
"Jan 17, 2020","0.1287","0.1287","0.1287","0.1286","0.06%"
"Jan 16, 2020","0.1287","0.1287","0.1287","0.1286","0.00%"
"Jan 15, 2020","0.1287","0.1286","0.1287","0.1285","0.07%"
"Jan 14, 2020","0.1286","0.1287","0.1287","0.1286","-0.08%"
"Jan 13, 2020","0.1287","0.1288","0.1288","0.1286","-0.06%"
"Jan 10, 2020","0.1288","0.1287","0.1288","0.1287","0.00%"
"Jan 09, 2020","0.1287","0.1286","0.1288","0.1286","0.11%"
"Jan 08, 2020","0.1286","0.1286","0.1286","0.1285","0.00%"
"Jan 07, 2020","0.1286","0.1287","0.1287","0.1285","-0.11%"
"Jan 06, 2020","0.1287","0.1285","0.1287","0.1285","0.12%"
"Jan 03, 2020","0.1285","0.1284","0.1286","0.1284","0.12%"
"Jan 02, 2020","0.1284","0.1284","0.1284","0.1283","0.00%"
"Jan 01, 2020","0.1284","0.1284","0.1284","0.1284","0.00%"
"Dec 31, 2019","0.1284","0.1284","0.1285","0.1283","0.00%"
"Dec 30, 2019","0.1284","0.1284","0.1284","0.1284","0.00%"
"Dec 27, 2019","0.1284","0.1284","0.1285","0.1284","0.00%"
"Dec 26, 2019","0.1284","0.1284","0.1284","0.1284","0.00%"
"Dec 25, 2019","0.1284","0.1284","0.1284","0.1284","0.00%"
"Dec 24, 2019","0.1284","0.1284","0.1285","0.1284","0.00%"
"Dec 23, 2019","0.1284","0.1282","0.1285","0.1282","0.10%"
"Dec 20, 2019","0.1283","0.1283","0.1283","0.1282","0.00%"
"Dec 19, 2019","0.1283","0.1284","0.1284","0.1282","-0.08%"
"Dec 18, 2019","0.1284","0.1284","0.1285","0.1284","0.00%"
"Dec 17, 2019","0.1284","0.1283","0.1284","0.1283","0.07%"
"Dec 16, 2019","0.1283","0.1282","0.1284","0.1282","0.10%"
"Dec 13, 2019","0.1282","0.1281","0.1284","0.1281","0.05%"
"Dec 12, 2019","0.1281","0.1281","0.1282","0.1280","0.06%"
"Dec 11, 2019","0.1281","0.1278","0.1281","0.1278","0.25%"
"Dec 10, 2019","0.1278","0.1277","0.1278","0.1277","0.00%"
"Dec 09, 2019","0.1277","0.1277","0.1278","0.1277","0.00%"
"Dec 06, 2019","0.1277","0.1277","0.1277","0.1277","0.00%"
"Dec 05, 2019","0.1277","0.1277","0.1277","0.1277","0.00%"
"Dec 04, 2019","0.1277","0.1277","0.1277","0.1277","0.00%"
"Dec 03, 2019","0.1277","0.1277","0.1277","0.1277","0.00%"
"Dec 02, 2019","0.1277","0.1278","0.1278","0.1277","0.00%"
"Nov 29, 2019","0.1277","0.1278","0.1278","0.1277","0.00%"
"Nov 28, 2019","0.1278","0.1278","0.1278","0.1277","0.00%"
"Nov 27, 2019","0.1278","0.1277","0.1278","0.1277","0.00%"
"Nov 26, 2019","0.1277","0.1278","0.1278","0.1277","0.00%"
"Nov 25, 2019","0.1278","0.1278","0.1278","0.1277","0.00%"
"Nov 22, 2019","0.1278","0.1279","0.1279","0.1278","-0.06%"
"Nov 21, 2019","0.1279","0.1278","0.1279","0.1277","0.05%"
"Nov 20, 2019","0.1278","0.1278","0.1278","0.1277","0.00%"
"Nov 19, 2019","0.1278","0.1278","0.1278","0.1277","0.00%"
"Nov 18, 2019","0.1277","0.1278","0.1278","0.1277","0.00%"
"Nov 15, 2019","0.1278","0.1278","0.1278","0.1277","0.00%"
"Nov 14, 2019","0.1278","0.1277","0.1278","0.1277","0.00%"
"Nov 13, 2019","0.1277","0.1277","0.1278","0.1276","0.00%"
"Nov 12, 2019","0.1277","0.1278","0.1278","0.1277","-0.04%"
"Nov 11, 2019","0.1278","0.1278","0.1278","0.1276","0.00%"
"Nov 08, 2019","0.1278","0.1278","0.1278","0.1277","0.00%"
"Nov 07, 2019","0.1278","0.1278","0.1278","0.1278","0.00%"
"Nov 06, 2019","0.1278","0.1277","0.1278","0.1276","0.06%"
"Nov 05, 2019","0.1277","0.1276","0.1277","0.1276","0.06%"
"Nov 04, 2019","0.1276","0.1276","0.1276","0.1276","0.00%"
"Nov 01, 2019","0.1276","0.1276","0.1276","0.1276","0.00%"
"Oct 31, 2019","0.1276","0.1275","0.1277","0.1275","0.00%"
"Oct 30, 2019","0.1275","0.1276","0.1276","0.1275","0.00%"
"Oct 29, 2019","0.1276","0.1276","0.1276","0.1275","0.00%"
"Oct 28, 2019","0.1276","0.1276","0.1276","0.1275","0.00%"
"Oct 25, 2019","0.1276","0.1276","0.1276","0.1276","0.00%"
"Oct 24, 2019","0.1276","0.1275","0.1276","0.1275","0.04%"
"Oct 23, 2019","0.1275","0.1275","0.1275","0.1275","0.00%"
"Oct 22, 2019","0.1275","0.1275","0.1275","0.1275","0.00%"
"Oct 21, 2019","0.1275","0.1275","0.1275","0.1275","0.00%"
"Oct 18, 2019","0.1275","0.1275","0.1275","0.1275","0.00%"
"Oct 17, 2019","0.1275","0.1275","0.1275","0.1275","0.00%"
"Oct 16, 2019","0.1275","0.1275","0.1275","0.1275","0.00%"
"Oct 15, 2019","0.1275","0.1275","0.1275","0.1275","0.00%"
"Oct 14, 2019","0.1275","0.1275","0.1275","0.1275","0.00%"
"Oct 11, 2019","0.1275","0.1275","0.1276","0.1275","0.00%"
"Oct 10, 2019","0.1275","0.1275","0.1275","0.1275","0.04%"
"Oct 09, 2019","0.1275","0.1275","0.1275","0.1275","0.00%"
"Oct 08, 2019","0.1275","0.1275","0.1275","0.1275","0.00%"
"Oct 07, 2019","0.1275","0.1276","0.1276","0.1275","0.00%"
"Oct 04, 2019","0.1276","0.1275","0.1276","0.1275","0.00%"
"Oct 03, 2019","0.1275","0.1275","0.1275","0.1275","0.00%"
"Oct 02, 2019","0.1275","0.1275","0.1276","0.1275","0.00%"
"Oct 01, 2019","0.1275","0.1276","0.1276","0.1275","-0.05%"
"Sep 30, 2019","0.1276","0.1275","0.1276","0.1275","0.00%"
"Sep 27, 2019","0.1275","0.1276","0.1276","0.1275","0.00%"
"Sep 26, 2019","0.1276","0.1276","0.1276","0.1276","0.00%"
"Sep 25, 2019","0.1276","0.1275","0.1276","0.1275","0.00%"
"Sep 24, 2019","0.1275","0.1276","0.1276","0.1275","0.00%"
"Sep 23, 2019","0.1276","0.1276","0.1276","0.1275","0.00%"
"Sep 20, 2019","0.1276","0.1277","0.1277","0.1275","-0.09%"
"Sep 19, 2019","0.1277","0.1277","0.1278","0.1277","0.00%"
"Sep 18, 2019","0.1277","0.1278","0.1279","0.1277","-0.11%"
"Sep 17, 2019","0.1278","0.1279","0.1279","0.1278","-0.05%"
"Sep 16, 2019","0.1279","0.1279","0.1279","0.1277","0.00%"
"Sep 13, 2019","0.1279","0.1278","0.1279","0.1277","0.05%"
"Sep 12, 2019","0.1278","0.1276","0.1278","0.1276","0.18%"
"Sep 11, 2019","0.1276","0.1276","0.1276","0.1275","0.00%"
"Sep 10, 2019","0.1275","0.1276","0.1276","0.1275","0.00%"
"Sep 09, 2019","0.1276","0.1276","0.1276","0.1275","0.00%"
"Sep 06, 2019","0.1275","0.1276","0.1276","0.1275","0.00%"
"Sep 05, 2019","0.1276","0.1275","0.1276","0.1275","0.00%"
"Sep 04, 2019","0.1275","0.1275","0.1276","0.1275","0.04%"
"Sep 03, 2019","0.1275","0.1275","0.1275","0.1275","0.00%"
"Sep 02, 2019","0.1275","0.1275","0.1276","0.1275","0.00%"
"Aug 30, 2019","0.1275","0.1275","0.1276","0.1274","0.00%"
"Aug 29, 2019","0.1274","0.1275","0.1275","0.1274","0.00%"
"Aug 28, 2019","0.1275","0.1274","0.1275","0.1274","0.00%"
"Aug 27, 2019","0.1274","0.1275","0.1275","0.1274","0.00%"
"Aug 26, 2019","0.1275","0.1275","0.1275","0.1274","0.00%"
"Aug 23, 2019","0.1275","0.1275","0.1276","0.1275","0.00%"
"Aug 22, 2019","0.1275","0.1275","0.1276","0.1275","0.04%"
"Aug 21, 2019","0.1275","0.1275","0.1275","0.1275","0.00%"
"Aug 20, 2019","0.1275","0.1275","0.1275","0.1275","0.00%"
"Aug 19, 2019","0.1275","0.1275","0.1275","0.1274","0.00%"
"Aug 16, 2019","0.1275","0.1275","0.1276","0.1275","-0.05%"
"Aug 15, 2019","0.1275","0.1275","0.1277","0.1275","0.06%"
"Aug 14, 2019","0.1275","0.1274","0.1275","0.1274","0.00%"
"Aug 13, 2019","0.1274","0.1274","0.1275","0.1274","0.00%"
"Aug 12, 2019","0.1274","0.1275","0.1276","0.1274","-0.06%"
"Aug 09, 2019","0.1275","0.1275","0.1276","0.1275","0.00%"
"Aug 08, 2019","0.1275","0.1275","0.1276","0.1275","0.00%"
"Aug 07, 2019","0.1275","0.1276","0.1276","0.1275","0.00%"
"Aug 06, 2019","0.1276","0.1274","0.1277","0.1274","0.11%"
"Aug 05, 2019","0.1274","0.1277","0.1278","0.1274","-0.23%"
"Aug 02, 2019","0.1277","0.1278","0.1279","0.1277","0.00%"
"Aug 01, 2019","0.1278","0.1277","0.1278","0.1277","0.00%"
"Jul 31, 2019","0.1277","0.1278","0.1278","0.1277","-0.05%"
"Jul 30, 2019","0.1278","0.1278","0.1279","0.1278","0.00%"
"Jul 29, 2019","0.1278","0.1279","0.1280","0.1278","0.00%"
"Jul 26, 2019","0.1279","0.1279","0.1280","0.1279","0.00%"
"Jul 25, 2019","0.1279","0.1280","0.1280","0.1279","0.00%"
"Jul 24, 2019","0.1280","0.1280","0.1280","0.1280","-0.05%"
"Jul 23, 2019","0.1280","0.1280","0.1281","0.1280","0.00%"
"Jul 22, 2019","0.1280","0.1281","0.1282","0.1280","0.00%"
"Jul 19, 2019","0.1280","0.1280","0.1282","0.1279","0.09%"
"Jul 18, 2019","0.1279","0.1280","0.1281","0.1279","0.00%"
"Jul 17, 2019","0.1280","0.1279","0.1281","0.1279","0.05%"
"Jul 16, 2019","0.1279","0.1278","0.1280","0.1278","0.11%"
"Jul 15, 2019","0.1278","0.1278","0.1278","0.1277","0.00%"
"Jul 12, 2019","0.1278","0.1278","0.1279","0.1278","0.00%"
"Jul 11, 2019","0.1278","0.1279","0.1280","0.1278","-0.06%"
"Jul 10, 2019","0.1279","0.1281","0.1281","0.1279","-0.14%"
"Jul 09, 2019","0.1281","0.1282","0.1282","0.1280","-0.11%"
"Jul 08, 2019","0.1282","0.1283","0.1283","0.1282","-0.05%"
"Jul 05, 2019","0.1283","0.1284","0.1285","0.1282","-0.11%"
"Jul 04, 2019","0.1284","0.1282","0.1285","0.1282","0.14%"
"Jul 03, 2019","0.1282","0.1282","0.1283","0.1282","0.00%"
"Jul 02, 2019","0.1282","0.1280","0.1282","0.1280","0.18%"
"Jul 01, 2019","0.1280","0.1280","0.1281","0.1280","0.00%"
"Jun 28, 2019","0.1280","0.1280","0.1281","0.1279","0.00%"
"Jun 27, 2019","0.1280","0.1281","0.1281","0.1279","-0.08%"
"Jun 26, 2019","0.1281","0.1280","0.1281","0.1280","0.00%"
"Jun 25, 2019","0.1280","0.1280","0.1281","0.1280","0.00%"
"Jun 24, 2019","0.1280","0.1280","0.1281","0.1279","0.06%"
"Jun 21, 2019","0.1280","0.1280","0.1282","0.1280","0.00%"
"Jun 20, 2019","0.1280","0.1278","0.1280","0.1278","0.14%"
"Jun 19, 2019","0.1278","0.1277","0.1278","0.1277","0.10%"
"Jun 18, 2019","0.1277","0.1277","0.1277","0.1276","0.00%"
"Jun 17, 2019","0.1277","0.1278","0.1278","0.1276","-0.06%"
"Jun 14, 2019","0.1277","0.1277","0.1278","0.1277","0.00%"
"Jun 13, 2019","0.1277","0.1278","0.1279","0.1277","-0.05%"
"Jun 12, 2019","0.1278","0.1276","0.1279","0.1276","0.16%"
"Jun 11, 2019","0.1276","0.1275","0.1276","0.1275","0.08%"
"Jun 10, 2019","0.1275","0.1275","0.1275","0.1275","0.00%"
"Jun 07, 2019","0.1275","0.1275","0.1276","0.1275","0.00%"
"Jun 06, 2019","0.1275","0.1275","0.1276","0.1275","0.00%"
"Jun 05, 2019","0.1275","0.1275","0.1276","0.1275","0.00%"
"Jun 04, 2019","0.1275","0.1276","0.1276","0.1275","-0.07%"
"Jun 03, 2019","0.1276","0.1276","0.1277","0.1275","0.00%"
"May 31, 2019","0.1276","0.1274","0.1276","0.1274","0.12%"
"May 30, 2019","0.1274","0.1274","0.1274","0.1274","0.00%"
"May 29, 2019","0.1274","0.1274","0.1274","0.1274","0.00%"
"May 28, 2019","0.1274","0.1274","0.1274","0.1274","0.00%"
"May 27, 2019","0.1274","0.1274","0.1274","0.1274","0.00%"
"May 24, 2019","0.1274","0.1274","0.1274","0.1274","0.00%"
"May 23, 2019","0.1274","0.1274","0.1274","0.1274","0.00%"
"May 22, 2019","0.1274","0.1274","0.1274","0.1274","0.00%"
"May 21, 2019","0.1274","0.1274","0.1274","0.1274","0.00%"
"May 20, 2019","0.1274","0.1274","0.1274","0.1274","0.00%"
"May 17, 2019","0.1274","0.1274","0.1274","0.1274","0.00%"
"May 16, 2019","0.1274","0.1274","0.1274","0.1274","0.00%"
"May 15, 2019","0.1274","0.1274","0.1274","0.1274","0.00%"
"May 14, 2019","0.1274","0.1274","0.1274","0.1274","0.00%"
"May 13, 2019","0.1274","0.1274","0.1274","0.1274","0.00%"
